Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,781,5,P:System.ServiceModel.XmlSerializerFormatAttribute.Style,,,,,"if (operation.DispatchMethod.GetCustomAttribute<XmlSerializerFormatAttribute>()?.Style == OperationFormatStyle.Rpc)  					{  						DeserializeParameters(requestMessage, xmlReader, parameterType, parameterInfo, @namespace, serviceKnownTypes, messageContractAttribute, arguments);  					}  					else  					{  						// It's wrapped so either the wrapper name or the name of the wrapper type  						arguments[parameterInfo.Index] = _serializerHandler.DeserializeInputParameter(  							xmlReader,  							parameterInfo.Parameter.ParameterType,  							messageContractAttribute.WrapperName ?? parameterInfo.Parameter.ParameterType.Name,  							messageContractAttribute.WrapperNamespace ?? @namespace,  							parameterInfo.Parameter,  							serviceKnownTypes);  					}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,781,5,T:System.ServiceModel.XmlSerializerFormatAttribute,,,,,"if (operation.DispatchMethod.GetCustomAttribute<XmlSerializerFormatAttribute>()?.Style == OperationFormatStyle.Rpc)  					{  						DeserializeParameters(requestMessage, xmlReader, parameterType, parameterInfo, @namespace, serviceKnownTypes, messageContractAttribute, arguments);  					}  					else  					{  						// It's wrapped so either the wrapper name or the name of the wrapper type  						arguments[parameterInfo.Index] = _serializerHandler.DeserializeInputParameter(  							xmlReader,  							parameterInfo.Parameter.ParameterType,  							messageContractAttribute.WrapperName ?? parameterInfo.Parameter.ParameterType.Name,  							messageContractAttribute.WrapperNamespace ?? @namespace,  							parameterInfo.Parameter,  							serviceKnownTypes);  					}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,778,4,P:System.ServiceModel.MessageContractAttribute.IsWrapped,,,,,"if (messageContractAttribute.IsWrapped && !parameterType.GetMembersWithAttribute<MessageHeaderAttribute>().Any())  				{  					//https://github.com/DigDes/SoapCore/issues/385  					if (operation.DispatchMethod.GetCustomAttribute<XmlSerializerFormatAttribute>()?.Style == OperationFormatStyle.Rpc)  					{  						DeserializeParameters(requestMessage, xmlReader, parameterType, parameterInfo, @namespace, serviceKnownTypes, messageContractAttribute, arguments);  					}  					else  					{  						// It's wrapped so either the wrapper name or the name of the wrapper type  						arguments[parameterInfo.Index] = _serializerHandler.DeserializeInputParameter(  							xmlReader,  							parameterInfo.Parameter.ParameterType,  							messageContractAttribute.WrapperName ?? parameterInfo.Parameter.ParameterType.Name,  							messageContractAttribute.WrapperNamespace ?? @namespace,  							parameterInfo.Parameter,  							serviceKnownTypes);  					}  				}  				else  				{  					DeserializeParameters(requestMessage, xmlReader, parameterType, parameterInfo, @namespace, serviceKnownTypes, messageContractAttribute, arguments);  				}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,772,4,T:System.ServiceModel.MessageContractAttribute,,,,,var messageContractAttribute = parameterType.GetCustomAttribute<MessageContractAttribute>();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,687,3,P:System.ServiceModel.ServiceKnownTypeAttribute.Type,,,,,IEnumerable<Type> serviceKnownTypes = operation  				.GetServiceKnownTypesHierarchy()  				.Select(x => x.Type);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,672,2,T:System.ServiceModel.Channels.Message,,,,,"private void SetMessageHeadersToProperty(Message requestMessage, object serviceInstance)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,677,4,T:System.ServiceModel.Channels.MessageHeaders,,,,,"headerProperty.SetValue(serviceInstance, requestMessage.Headers);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,677,4,P:System.ServiceModel.Channels.Message.Headers,,,,,"headerProperty.SetValue(serviceInstance, requestMessage.Headers);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,675,3,T:System.ServiceModel.Channels.MessageHeaders,,,,,"if (headerProperty != null && headerProperty.PropertyType == requestMessage.Headers.GetType())  			{  				headerProperty.SetValue(serviceInstance, requestMessage.Headers);  			}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,675,3,P:System.ServiceModel.Channels.Message.Headers,,,,,"if (headerProperty != null && headerProperty.PropertyType == requestMessage.Headers.GetType())  			{  				headerProperty.SetValue(serviceInstance, requestMessage.Headers);  			}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,583,2,T:System.ServiceModel.Channels.Message,,,,,"private Message CreateResponseMessage(  			OperationDescription operation,  			object responseObject,  			Dictionary<string, object> resultOutDictionary,  			string soapAction,  			Message requestMessage,  			SoapMessageEncoder soapMessageEncoder)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,583,2,T:System.ServiceModel.Channels.Message,,,,,"private Message CreateResponseMessage(  			OperationDescription operation,  			object responseObject,  			Dictionary<string, object> resultOutDictionary,  			string soapAction,  			Message requestMessage,  			SoapMessageEncoder soapMessageEncoder)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,628,5,P:System.ServiceModel.MessageHeaderAttribute.MustUnderstand,,,,,"responseMessage.Headers.Add(MessageHeader.CreateHeader(messageHeaderAttribute.Name ?? messageHeaderMember.Member.Name, messageHeaderAttribute.Namespace ?? operation.Contract.Namespace, messageHeaderMember.Member.GetPropertyOrFieldValue(responseObject), messageHeaderAttribute.MustUnderstand));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,628,5,P:System.ServiceModel.MessageContractMemberAttribute.Namespace,,,,,"responseMessage.Headers.Add(MessageHeader.CreateHeader(messageHeaderAttribute.Name ?? messageHeaderMember.Member.Name, messageHeaderAttribute.Namespace ?? operation.Contract.Namespace, messageHeaderMember.Member.GetPropertyOrFieldValue(responseObject), messageHeaderAttribute.MustUnderstand));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,628,5,P:System.ServiceModel.MessageContractMemberAttribute.Name,,,,,"responseMessage.Headers.Add(MessageHeader.CreateHeader(messageHeaderAttribute.Name ?? messageHeaderMember.Member.Name, messageHeaderAttribute.Namespace ?? operation.Contract.Namespace, messageHeaderMember.Member.GetPropertyOrFieldValue(responseObject), messageHeaderAttribute.MustUnderstand));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,628,5,T:System.ServiceModel.Channels.MessageHeader,,,,,"responseMessage.Headers.Add(MessageHeader.CreateHeader(messageHeaderAttribute.Name ?? messageHeaderMember.Member.Name, messageHeaderAttribute.Namespace ?? operation.Contract.Namespace, messageHeaderMember.Member.GetPropertyOrFieldValue(responseObject), messageHeaderAttribute.MustUnderstand));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,628,5,T:System.ServiceModel.Channels.MessageHeader,,,,,"responseMessage.Headers.Add(MessageHeader.CreateHeader(messageHeaderAttribute.Name ?? messageHeaderMember.Member.Name, messageHeaderAttribute.Namespace ?? operation.Contract.Namespace, messageHeaderMember.Member.GetPropertyOrFieldValue(responseObject), messageHeaderAttribute.MustUnderstand));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,628,5,"M:System.ServiceModel.Channels.MessageHeader.CreateHeader(System.String,System.String,System.Object,System.Boolean)",,,,,"responseMessage.Headers.Add(MessageHeader.CreateHeader(messageHeaderAttribute.Name ?? messageHeaderMember.Member.Name, messageHeaderAttribute.Namespace ?? operation.Contract.Namespace, messageHeaderMember.Member.GetPropertyOrFieldValue(responseObject), messageHeaderAttribute.MustUnderstand));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,628,5,T:System.ServiceModel.Channels.MessageHeaders,,,,,"responseMessage.Headers.Add(MessageHeader.CreateHeader(messageHeaderAttribute.Name ?? messageHeaderMember.Member.Name, messageHeaderAttribute.Namespace ?? operation.Contract.Namespace, messageHeaderMember.Member.GetPropertyOrFieldValue(responseObject), messageHeaderAttribute.MustUnderstand));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,628,5,M:System.ServiceModel.Channels.MessageHeaders.Add(System.ServiceModel.Channels.MessageHeader),,,,,"responseMessage.Headers.Add(MessageHeader.CreateHeader(messageHeaderAttribute.Name ?? messageHeaderMember.Member.Name, messageHeaderAttribute.Namespace ?? operation.Contract.Namespace, messageHeaderMember.Member.GetPropertyOrFieldValue(responseObject), messageHeaderAttribute.MustUnderstand));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,627,5,T:System.ServiceModel.MessageHeaderAttribute,,,,,var messageHeaderAttribute = messageHeaderMember.Attribute;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,613,4,T:System.ServiceModel.Channels.MessageVersion,,,,,"responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, null, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,613,4,T:System.ServiceModel.Channels.Message,,,,,"responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, null, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,613,4,T:System.ServiceModel.Channels.Message,,,,,"responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, null, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,613,4,"M:System.ServiceModel.Channels.Message.CreateMessage(System.ServiceModel.Channels.MessageVersion,System.String,System.ServiceModel.Channels.BodyWriter)",,,,,"responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, null, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,613,4,T:System.ServiceModel.Channels.Message,,,,,"responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, null, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,609,4,T:System.Uri,,,,,responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,609,4,P:System.ServiceModel.EndpointAddress.Uri,,,,,responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,609,4,T:System.ServiceModel.Channels.MessageHeaders,,,,,responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,609,4,P:System.ServiceModel.Channels.Message.Headers,,,,,responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,609,4,T:System.ServiceModel.EndpointAddress,,,,,responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,609,4,P:System.ServiceModel.Channels.MessageHeaders.ReplyTo,,,,,responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,609,4,T:System.ServiceModel.Channels.MessageHeaders,,,,,responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,609,4,T:System.Uri,,,,,responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,609,4,P:System.ServiceModel.Channels.MessageHeaders.To,,,,,responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,608,4,T:System.ServiceModel.Channels.MessageHeaders,,,,,responseMessage.Headers.RelatesTo = requestMessage.Headers.MessageId;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,608,4,P:System.ServiceModel.Channels.Message.Headers,,,,,responseMessage.Headers.RelatesTo = requestMessage.Headers.MessageId;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,608,4,P:System.ServiceModel.Channels.MessageHeaders.MessageId,,,,,responseMessage.Headers.RelatesTo = requestMessage.Headers.MessageId;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,608,4,T:System.ServiceModel.Channels.MessageHeaders,,,,,responseMessage.Headers.RelatesTo = requestMessage.Headers.MessageId;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,608,4,P:System.ServiceModel.Channels.MessageHeaders.RelatesTo,,,,,responseMessage.Headers.RelatesTo = requestMessage.Headers.MessageId;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,607,4,T:System.ServiceModel.Channels.MessageHeaders,,,,,responseMessage.Headers.Action = operation.ReplyAction;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,607,4,P:System.ServiceModel.Channels.MessageHeaders.Action,,,,,responseMessage.Headers.Action = operation.ReplyAction;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,599,4,T:System.ServiceModel.Channels.MessageVersion,,,,,"responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, soapAction, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,599,4,T:System.ServiceModel.Channels.Message,,,,,"responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, soapAction, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,599,4,T:System.ServiceModel.Channels.Message,,,,,"responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, soapAction, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,599,4,"M:System.ServiceModel.Channels.Message.CreateMessage(System.ServiceModel.Channels.MessageVersion,System.String,System.ServiceModel.Channels.BodyWriter)",,,,,"responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, soapAction, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,599,4,T:System.ServiceModel.Channels.Message,,,,,"responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, soapAction, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,597,3,T:System.ServiceModel.Channels.AddressingVersion,,,,,"if (soapMessageEncoder.MessageVersion.Addressing == AddressingVersion.WSAddressing10)  			{  				responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, soapAction, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};    				responseMessage.Headers.Action = operation.ReplyAction;  				responseMessage.Headers.RelatesTo = requestMessage.Headers.MessageId;  				responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;  			}  			else  			{  				responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, null, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};  			}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,597,3,T:System.ServiceModel.Channels.AddressingVersion,,,,,"if (soapMessageEncoder.MessageVersion.Addressing == AddressingVersion.WSAddressing10)  			{  				responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, soapAction, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};    				responseMessage.Headers.Action = operation.ReplyAction;  				responseMessage.Headers.RelatesTo = requestMessage.Headers.MessageId;  				responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;  			}  			else  			{  				responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, null, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};  			}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,597,3,P:System.ServiceModel.Channels.AddressingVersion.WSAddressing10,,,,,"if (soapMessageEncoder.MessageVersion.Addressing == AddressingVersion.WSAddressing10)  			{  				responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, soapAction, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};    				responseMessage.Headers.Action = operation.ReplyAction;  				responseMessage.Headers.RelatesTo = requestMessage.Headers.MessageId;  				responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;  			}  			else  			{  				responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, null, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};  			}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,597,3,T:System.ServiceModel.Channels.MessageVersion,,,,,"if (soapMessageEncoder.MessageVersion.Addressing == AddressingVersion.WSAddressing10)  			{  				responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, soapAction, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};    				responseMessage.Headers.Action = operation.ReplyAction;  				responseMessage.Headers.RelatesTo = requestMessage.Headers.MessageId;  				responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;  			}  			else  			{  				responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, null, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};  			}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,597,3,T:System.ServiceModel.Channels.AddressingVersion,,,,,"if (soapMessageEncoder.MessageVersion.Addressing == AddressingVersion.WSAddressing10)  			{  				responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, soapAction, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};    				responseMessage.Headers.Action = operation.ReplyAction;  				responseMessage.Headers.RelatesTo = requestMessage.Headers.MessageId;  				responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;  			}  			else  			{  				responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, null, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};  			}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,597,3,P:System.ServiceModel.Channels.MessageVersion.Addressing,,,,,"if (soapMessageEncoder.MessageVersion.Addressing == AddressingVersion.WSAddressing10)  			{  				responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, soapAction, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};    				responseMessage.Headers.Action = operation.ReplyAction;  				responseMessage.Headers.RelatesTo = requestMessage.Headers.MessageId;  				responseMessage.Headers.To = requestMessage.Headers.ReplyTo?.Uri;  			}  			else  			{  				responseMessage = new T_MESSAGE  				{  					StandAloneAttribute = _options.StandAloneAttribute,  					Message = Message.CreateMessage(soapMessageEncoder.MessageVersion, null, bodyWriter),  					AdditionalEnvelopeXmlnsAttributes = _options.AdditionalEnvelopeXmlnsAttributes,  					XmlNamespaceLookup = xmlNamespaceLookup  				};  			}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,454,2,T:System.ServiceModel.Channels.Message,,,,,"private async Task<Message> ProcessMessage(Message requestMessage, SoapMessageEncoder messageEncoder, IAsyncMessageFilter[] asyncMessageFilters, HttpContext httpContext, IServiceProvider serviceProvider)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,531,4,T:System.ServiceModel.Channels.Message,,,,,"responseMessage = CreateErrorResponseMessage(ex, serviceProvider, requestMessage, messageEncoder, httpContext);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,525,4,T:System.ServiceModel.Channels.MessageHeaders,,,,,"httpContext.Response.Headers[""SOAPAction""] = responseMessage.Headers.Action;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SoapCore\SoapCore.csproj,File,SoapCore\SoapEndpointMiddleware.cs,525,4,P:System.ServiceModel.Channels.Message.Headers,,,,,"httpContext.Response.Headers[""SOAPAction""] = responseMessage.Headers.Action;"
